kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A10021787,금강하이츠빌라,서울특별시 종로구 평창동 64-3 금강하이츠빌라,분양,개별난방,20373.0,9,265.0,금강하이츠빌라,금강하이츠빌라,023943225, ,연립주택,서울특별시 종로구 평창24길 18,위탁관리,계단식,19890329,023963225,252.0,18270.72,265.0,0.0,0.0,0.0,12386.34,1111018300,3.0,3.0,0.0,0.0,
A10024780,금강주택,서울특별시 종로구 평창동 170 금강주택,분양,개별난방+기타,15294.0,6,168.0,확인 안됨,확인안됨,023794403, ,연립주택,서울특별시 종로구 평창12길 8-22,자치관리,계단식,19920519, ,168.0,14271.6,0.0,168.0,0.0,0.0,14271.6,1111018300,3.0,3.0,0.0,0.0,03009
A11001203,평창삼성,서울특별시 종로구 평창동 596 평창삼성,분양,개별난방,24783.0,2,176.0,삼성중공업(주),중소기업은행 평창동 주택조합,0232163063, ,아파트,서울특별시 종로구 평창문화로 172,위탁관리,복도식,19980502,0232163064,176.0,19199.84,88.0,88.0,0.0,0.0,12751.81,1111018300,15.0,15.0,2.0,4.0,03010
A11084601,평창롯데,서울특별시 종로구 평창동 72 평창롯데,분양,개별난방,31071.11,3,156.0,롯데건설,북악맨션재건축조합,023790120, ,아파트,서울특별시 종로구 평창문화로 140,위탁관리,계단식,20010430,026320120,156.0,21191.12,0.0,36.0,120.0,0.0,16342.94,1111018300,14.0,14.0,2.0,6.0,03010
A10025710,경희궁 롯데캐슬아파트,서울특별시 종로구 무악동 89 경희궁 롯데캐슬아파트,분양,개별난방,33903.84,4,0.0,롯데건설(주),무악제2구역주택재개발정비사업조합,027324400, ,아파트,서울특별시 종로구 통일로 230,위탁관리,계단식,20190122,027324100,195.0,20843.215,0.0,0.0,0.0,0.0,30616.6547,1111018700,16.0,16.0,2.0,8.0,03030
A10027708,인왕산2차아이파크아파트,서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트,분양,개별난방,28078.0,5,167.0,현대산업개발,무악연립제2주택재건축정비사업,027398381, ,아파트,서울특별시 종로구 통일로18길 34,위탁관리,계단식,20150828,027398382,167.0,14952.0,0.0,134.0,33.0,0.0,15004.21,1111018700,17.0,17.0,3.0,7.0,03024
A11008001,무악현대임대아파트,서울특별시 종로구 무악동 83 무악현대임대아파트,임대,개별난방,34224.62,2,550.0,현대산업개발,SH공사,027340448, ,아파트,서울특별시 종로구 통일로 246-11,위탁관리,복도식,20001021,027340449,550.0,33638.0,550.0,0.0,0.0,0.0,18111.5,1111018700,22.0,22.0,2.0,8.0,03025
A11081302,인왕산아이파크,서울특별시 종로구 무악동 60 인왕산아이파크,분양,개별난방,142421.0,17,810.0,현대산업개발,현대산업개발,027203328, ,아파트,서울특별시 종로구 통일로18길 9,위탁관리,계단식,20080725,027203329,810.0,98164.195,34.0,549.0,195.0,32.0,76071.597,1111018700,17.0,17.0,0.0,29.0,03024
A11081503,무악현대아파트,서울특별시 종로구 무악동 82 무악현대아파트,분양,개별난방,149143.0,12,964.0,현대건설,무악 제1구역 주택개발조합,027220422,muak.kr,아파트,서울특별시 종로구 통일로 246-20,위탁관리,혼합식,20001021,027220423,964.0,110217.97,207.0,455.0,302.0,0.0,85748.08,1111018700,23.0,23.0,2.0,25.0,03025
A10020414,남대문(양동) 단지,서울특별시 중구 남대문로5가 548- 남대문(양동) 단지,임대,중앙난방,4814.64,1,0.0,두양종합건설,주식회사한마루,023185425, ,도시형 생활주택(아파트),서울특별시 중구 후암로60길 21,위탁관리,복도식,20250812,023185428,182.0,2638.22,0.0,0.0,0.0,0.0,2638.22,1114011800,18.0,18.0,4.0,3.0,
A10088101,남산SK리더스뷰,서울특별시 중구 회현동1가 206 남산SK리더스뷰,분양,개별난방,71341.93,2,233.0,SK건설,마커스홀딩스,0264018522, ,주상복합,서울특별시 중구 퇴계로 72,위탁관리,계단식,20100111,0263298522,233.0,45521.02,0.0,0.0,49.0,184.0,36856.07,1114012100,30.0,30.0,7.0,6.0,04632
A10088102,남산롯데캐슬아이리스,서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스,분양,중앙난방,99538.88,2,386.0,(주)롯데건설,군인공제회,023884114, ,주상복합,서울특별시 중구 소공로 35,위탁관리,복도식,20111118,0237897785,386.0,46271.02,81.0,0.0,216.0,89.0,46271.02,1114012100,32.0,32.0,7.0,10.0,04632
A10072501,쌍용남산플래티넘,서울특별시 중구 회현동2가 87 쌍용남산플래티넘,분양,개별난방,74074.85,2,236.0,쌍용건설(주),(주)해창,023180285, ,주상복합,서울특별시 중구 소공로 46,위탁관리,계단식,20100805,023180286,236.0,46796.69,0.0,0.0,0.0,236.0,38196.84,1114012200,33.0,33.0,7.0,3.0,04631
A10071301,남산센트럴자이,서울특별시 중구 충무로4가 306 남산센트럴자이,분양,개별난방,62049.402,2,273.0,GS건설(주),휴먼넥스(주),0222640070, ,주상복합,서울특별시 중구 퇴계로 235,위탁관리,복도식,20091221,0222640040,273.0,62046.9,0.0,60.0,111.0,102.0,31863.915,1114013200,32.0,32.0,7.0,6.0,04558
A10086301,충무로진양,서울특별시 중구 충무로4가 120-3 충무로진양,분양,개별난방,32476.18,2,286.0,알수 없음,알수 없음,0222795300, ,주상복합,서울특별시 중구 퇴계로 217,자치관리,복도식,19700523,0222795305,288.0,32476.18,1.0,165.0,118.0,2.0,24702.49,1114013200,16.0,16.0,1.0,3.0,04558
A10025223,충무로엘크루메트로시티2,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2,분양,개별난방,22952.06,1,171.0,대우조선해양건설,대우조선해양건설,0222614506, ,주상복합,서울특별시 중구 퇴계로49길 14,자치관리,복도식,20160610,0222614507,171.0,9898.24,171.0,0.0,0.0,0.0,4377.03,1114013300,20.0,20.0,5.0,3.0,04559
A10023352,세운푸르지오헤리시티,서울특별시 중구 인현동2가 240 세운푸르지오헤리시티,혼합,개별난방,51129.0,1,614.0,대우건설(주),한호건설(주),0222756340, ,주상복합,서울특별시 중구 마른내로 79,위탁관리,복도식,20230116,0222756341,614.0,18236.21,614.0,0.0,0.0,0.0,18236.2114,1114013400,26.0,26.0,9.0,3.0,04548
A10028201,인현신성,서울특별시 중구 인현동2가 192-30 인현신성,분양,개별난방,10808.8,1,182.0,오래되서 모름,오래되서 모름,0222677087,인현동신성.apti.co.kr,주상복합,서울특별시 중구 마른내로 72,자치관리,복도식,19680530,0222687087,180.0,10573.74,135.0,27.0,20.0,0.0,10573.7,1114013400,10.0,10.0,5.0,2.0,04558
A10022761,힐스테이트 남산,서울특별시 중구 묵정동 35 힐스테이트 남산,분양,중앙난방,32569.34,2,282.0,현대건설(주),파빌리온충무로피에프브이(주),0222799332, ,주상복합,서울특별시 중구 퇴계로46길 26,위탁관리,복도식,20240129,0222799333,282.0,15920.03,282.0,0.0,0.0,0.0,11058.39,1114013600,9.0,9.0,3.0,6.0,04619
A10026849,묵정아파트,서울특별시 중구 묵정동 11-67 묵정아파트,분양,개별난방,7354.0,1,122.0,라이프주택,묵정아파트 주택조합,0222722129, ,아파트,서울특별시 중구 서애로1길 34,자치관리,복도식,19810525,0222723129,122.0,6968.8,121.0,0.0,1.0,0.0,6455.11,1114013600,10.0,10.0,0.0,0.0,04620
A10024327,오렌지카운티 을지로,서울특별시 중구 오장동 145-1 오렌지카운티 을지로,분양,개별난방,10093.27,1,157.0,(주)오렌지이앤씨,케이비부동산신탁,07047057558, ,도시형 생활주택(주상복합),서울특별시 중구 동호로33길 15,자치관리,복도식,20200820,0222697558,157.0,2341.12,157.0,0.0,0.0,0.0,2341.12,1114015400,15.0,15.0,3.0,1.0,04547
A10023343,힐스테이트세운센트럴2단지,서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지,혼합,개별난방,77378.625,1,608.0,현대엔지니어링(주),더센터시티 주식회사,0222750301, ,주상복합,서울특별시 중구 을지로15길 32,위탁관리,복도식,20230307,0222750302,608.0,45637.168,608.0,0.0,0.0,0.0,29212.43,1114015600,27.0,27.0,8.0,6.0,04544
A10023356,힐스테이트세운센트럴1단지,서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지,혼합,개별난방,52810.0,1,414.0,(주)현대엔지니어링,우리자산신탁(주),0222731981, ,주상복합,서울특별시 중구 을지로15길 31,위탁관리,복도식,20230224,0222731982,414.0,20147.652,414.0,0.0,0.0,0.0,20145.78,1114015600,27.0,27.0,8.0,4.0,04544
A10021020,한진그랑빌 ,서울특별시 중구 신당동 845- 한진그랑빌 ,임대,개별난방,5091.05,1,116.0,주)한진중공업,주)한진중공업,0222533601, ,아파트,서울특별시 중구 왕십리로39길 30,위탁관리,복도식,20010618,0222533602,115.0,5091.05,116.0,0.0,0.0,0.0,3163.32,1114016200,1.0,14.0,0.0,0.0,
A10023488,약수역 더시티,서울특별시 중구 신당동 367-15 약수역 더시티,분양,개별난방,8844.64,1,153.0,(주)일군토건,약수시장재개발협동조합,0222330168, ,주상복합,,위탁관리,복도식,20210326,0222330169,153.0,6204.06,153.0,0.0,0.0,0.0,2898.12,1114016200,11.0,11.0,0.0,3.0,04597
A10025372,신당KCC스위첸아파트,서울특별시 중구 신당동 856 신당KCC스위첸아파트,분양,개별난방,24241.084,3,176.0,kcc건설,신당제11구역주택재개발정비사업주합,0222567502, ,아파트,서울특별시 중구 난계로 130,위탁관리,계단식,20190605,0222567503,177.0,24241.084,75.0,101.0,0.0,0.0,11874.22,1114016200,16.0,16.0,3.0,7.0,04581
A10025456,신당 파인힐 하나유보라,서울특별시 중구 신당동 171 신당 파인힐 하나유보라,임대,개별난방,66745.48,6,718.0,반도건설,(주)하나스테이제1호위탁관리부동산투자회사,0222567293, ,주상복합,서울특별시 중구 왕십리로 407,위탁관리,혼합식,20190607,0222567294,719.0,33342.934,718.0,0.0,0.0,0.0,20799.1811,1114016200,20.0,20.0,3.0,0.0,04580
A10045001,신당푸르지오,서울특별시 중구 신당동 850 신당푸르지오,분양,개별난방,83067.67,9,461.0,대우건설(주),신당동 동화주택 주택재개발조합,0222541020, ,아파트,서울특별시 중구 다산로36길 110,위탁관리,계단식,20051228,0222541021,461.0,54649.09,40.0,266.0,81.0,74.0,44882.36,1114016200,23.0,23.0,3.0,12.0,04587
A10045002,청구e편한세상(분양),서울특별시 중구 신당동 852 청구e편한세상(분양),분양,개별난방,118197.0,13,737.0,대림산업,신당 제7주택재개발아파트,0222368877,aa08827cc@daum.net,아파트,서울특별시 중구 청구로 64,위탁관리,계단식,20111213,0222365535,737.0,86467.46,93.0,465.0,150.0,29.0,67127,1114016200,15.0,15.0,3.0,0.0,04587
A10045301,신당남산타운임대,서울특별시 중구 신당동 844 신당남산타운임대,임대,개별난방,121031.0,7,2034.0,동아건설,sh공사,0222560037,happy.i-sh.co.kr/main.do?deptid=70154,아파트,서울특별시 중구 다산로 32,위탁관리(직영+위탁),복도식,20020525,0222560039,2034.0,121031.13,2034.0,0.0,0.0,0.0,66633.84,1114016200,18.0,18.0,0.0,25.0,04595
A10045302,신당남산타운(분양),서울특별시 중구 신당동 844 신당남산타운(분양),분양,개별난방,432345.0,35,3118.0,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,0222337500,남산타운.apti.co.kr,아파트,서울특별시 중구 다산로 32,위탁관리,혼합식,20020525,0222318724,3116.0,271522.22,864.0,1300.0,954.0,0.0,271557.92,1114016200,18.0,18.0,3.0,74.0,04595
A10045401,신당삼성임대,서울특별시 중구 신당동 843 신당삼성임대,임대,개별난방,25405.6,3,440.0,삼성물산,삼성물산,0222524953,happy.i-sh.co.kr/main.do?deptid=70147,아파트,서울특별시 중구 청구로1길 23,위탁관리,복도식,19991222,0222524954,440.0,25405.6,440.0,0.0,0.0,0.0,14137.2,1114016200,21.0,21.0,3.0,6.0,04588
A10045402,약수하이츠아파트(임대),서울특별시 중구 신당동 842 약수하이츠아파트(임대),임대,개별난방,35380.0,3,684.0,동아건설,동아건설,0222520452,www.i-sh.co.kr/apthomepage/MB01_main.jsp?deptid=70140,아파트,서울특별시 중구 동호로10길 30,위탁관리,복도식,19990729,0222520453,684.0,35376.48,684.0,0.0,0.0,0.0,22346.28,1114016200,18.0,18.0,0.0,8.0,04593
A10045403,신당삼성(분양),서울특별시 중구 신당동 843 신당삼성(분양),분양,개별난방,147199.34,14,994.0,삼성물산,삼성물산,0222368496, ,아파트,서울특별시 중구 청구로1길 23,위탁관리,혼합식,19991222,0222368497,994.0,107778.484,300.0,408.0,286.0,0.0,85520.5,1114016200,23.0,23.0,5.0,25.0,04588
A10045404,신당약수하이츠,서울특별시 중구 신당동 842 신당약수하이츠,분양,개별난방,207783.22,16,1598.0,동아건설(주),동아건설(주),0222543092, ,아파트,서울특별시 중구 동호로10길 30,위탁관리,혼합식,19990729,0222543093,1598.0,168217.86,488.0,752.0,358.0,0.0,129660.8,1114016200,20.0,20.0,3.0,36.0,04593
A10045601,신당현대,서울특별시 중구 신당동 840 신당현대,분양,개별난방,114187.8,10,942.0,현대건설(주),신당제1구역 재개발조합,0222350993,www.sdhdapt.com,아파트,서울특별시 중구 다산로36길 109,위탁관리,혼합식,19930917,0222373853,942.0,114161.61,0.0,582.0,240.0,120.0,91135.17,1114016200,15.0,15.0,0.0,20.0,04582
A10078102,파라다이스,서울특별시 중구 신당동 846 파라다이스,분양,개별난방,16117.0,1,132.0,파라다이스건설,파라다이스건설,0222321233, ,아파트,서울특별시 중구 다산로42나길 46,위탁관리,혼합식,20000710,0222321370,132.0,12852.888,42.0,90.0,0.0,0.0,10147.26,1114016200,15.0,15.0,0.0,4.0,04585
A10078103,청구e편한세상임대,서울특별시 중구 신당동 852-1 청구e편한세상임대,임대,개별난방,12845.64,2,158.0,대림산업주식회사,신당제7주택재개발정비사업조합,0222566994, ,아파트,서울특별시 중구 청구로 64,위탁관리,복도식,20111213,0222566995,158.0,8693.88,158.0,0.0,0.0,0.0,5656.02,1114016200,15.0,15.0,2.0,2.0,04587
A10078901,래미안신당하이베르,서울특별시 중구 신당동 851 래미안신당하이베르,분양,개별난방,125318.12,15,784.0,(주)삼성물산,6개발구역조합,0222317402,래미안하이베르.apti.co.kr/,아파트,서울특별시 중구 퇴계로90길 74,위탁관리,계단식,20111028,0222317751,784.0,82752.6,302.0,336.0,146.0,0.0,63696.59,1114016200,15.0,15.0,6.0,30.0,04582
A10078902,래미안신당하이베르임대,서울특별시 중구 신당동 851-1 래미안신당하이베르임대,임대,개별난방,14694.44,1,161.0,삼성물산(주),신당제6주택 재개발 정비사업조합,0222566908, ,아파트,서울특별시 중구 퇴계로90길 74,위탁관리,복도식,20111028,0222566909,161.0,9148.02,161.0,0.0,0.0,0.0,6043.94,1114016200,15.0,15.0,2.0,2.0,04582
A10095501,동대문와이즈캐슬,서울특별시 중구 흥인동 119 동대문와이즈캐슬,분양,개별난방,10988.0,1,297.0,롯데건설(주),애경개발(주),0222567161, ,아파트,서울특별시 중구 퇴계로75길 7,위탁관리(직영+위탁),복도식,20141023,0222567163,150.0,5133.98,297.0,0.0,0.0,0.0,2434.04,1114016300,15.0,15.0,3.0,2.0,04569
A10095502,청계천두산위브더제니스,서울특별시 중구 흥인동 13-1 청계천두산위브더제니스,분양,개별난방,79632.22,1,0.0,두산중공업,아시아신탁(주),0222562345, ,주상복합,서울특별시 중구 다산로46길 17,위탁관리,혼합식,20141222,0222560090,295.0,40054.734,0.0,0.0,0.0,0.0,40054.734,1114016300,36.0,36.0,6.0,0.0,04570
A10020147,한양아이클래스,서울특별시 중구 황학동 787 한양아이클래스,분양,개별난방,2795.79,1,100.0,한양개발(주),(주)빌더스개발,0226334551, ,도시형 생활주택(아파트),서울특별시 중구 난계로 173,위탁관리,복도식,20130913,0222566000,100.0,2795.784,100.0,0.0,0.0,0.0,2795.784,1114016500,18.0,0.0,3.0,0.0,
A10024801,황학코아루,서울특별시 중구 황학동 882 황학코아루,분양,개별난방,24468.11,3,112.0,우남건설,한국토지신탁,0222544254, ,주상복합,서울특별시 중구 난계로11길 30,위탁관리,혼합식,20101029,0222544259,112.0,13537.08,0.0,97.0,2.0,13.0,10404.38,1114016500,20.0,20.0,3.0,5.0,04575
A10044001,SH황학롯데캐슬베네치아,서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아,임대,개별난방,25734.98,1,336.0,롯데건설,황학구역주택재개발조합,0220486114,happy.i-sh.co.kr/main.do?deptid=70216,아파트,서울특별시 중구 청계천로 400,위탁관리,복도식,20081222,0220486115,336.0,25734.24,336.0,0.0,0.0,0.0,11296.32,1114016500,33.0,33.0,0.0,3.0,04572
A10044002,롯데캐슬베네치아,서울특별시 중구 황학동 2545 롯데캐슬베네치아,분양,개별난방,382536.06,5,1534.0,롯데건설,황학주택재개발조합,0220486100,www.clcv.co.kr,아파트,서울특별시 중구 청계천로 400,위탁관리,복도식,20081222,0220486101,1534.0,168908.64,478.0,790.0,266.0,0.0,126299.82,1114016500,33.0,33.0,0.0,20.0,04572
A10086801,황학아크로타워,서울특별시 중구 황학동 2523 황학아크로타워,분양,개별난방,55192.62,3,263.0,대림산업,즐거운나라,0222343581, ,주상복합,서울특별시 중구 퇴계로 447,위탁관리,계단식,20100331,0222343582,263.0,28031.998,0.0,106.0,142.0,15.0,28079.999,1114016500,20.0,20.0,6.0,6.0,04575
A10023548,정동상림원아파트,서울특별시 중구 정동 15-6 정동상림원아파트,분양,중앙난방,29334.45,3,98.0,경향신문사,한솔건설,027733477, ,,,위탁관리,혼합식,20080925,027733478,98.0,24982.4,0.0,0.0,34.0,64.0,15111.34,1114016700,13.0,13.0,3.0,0.0,04518
A10024359,삼정아트테라스정동,서울특별시 중구 정동 37 삼정아트테라스정동,분양,개별난방,9775.184,1,168.0,삼정기업,(주)수경하우징,027799114, ,주상복합,서울특별시 중구 서소문로 89-20,위탁관리,복도식,20201221,027799115,168.0,5500.6094,168.0,0.0,0.0,0.0,3670.401,1114016700,9.0,9.0,5.0,2.0,04516
A10024756,순화동포스코더샵,서울특별시 중구 순화동 151 순화동포스코더샵,분양,개별난방,21019.0,2,137.0,포스코건설,정은스카이,0237898791, ,주상복합,서울특별시 중구 칠패로 27,위탁관리,계단식,20070525,0200000000,137.0,21018.86,21.0,116.0,0.0,0.0,10627.7,1114016800,1.0,27.0,0.0,0.0,04511
A10027364,덕수궁롯데캐슬아파트,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트,분양,개별난방,76502.0,2,296.0,롯데건설,순화 제1-1구역 도시환경정비사업조합,027798434, ,주상복합,서울특별시 중구 서소문로9길 28,위탁관리,복도식,20160831,027798435,296.0,30995.496,88.0,152.0,56.0,0.0,22997.2296,1114016800,22.0,22.0,5.0,6.0,04516
A10023788,더플레이스충정로,서울특별시 중구 중림동 1154 더플레이스충정로,임대,개별난방,11168.47,1,276.0,(주)cj건설,(주)대륙지에스,023134270,www.theplacecjr.com,도시형 생활주택(아파트),서울특별시 중구 중림로 21,위탁관리,복도식,20120524,023134271,277.0,7345.82,276.0,0.0,0.0,0.0,5040.34,1114017100,7.0,7.0,2.0,3.0,04506
A10085902,중림삼성래미안아파트,서울특별시 중구 중림동 201 중림삼성래미안아파트,임대,개별난방,23896.09,2,355.0,삼성물산(주),충정1-3지구 재개발조합,023623041,www.i-sh.co.kr,아파트,서울특별시 중구 중림로4길 41,위탁관리,복도식,20010711,023633706,355.0,11214.379,355.0,0.0,0.0,0.0,11214.45,1114017100,18.0,18.0,3.0,4.0,04502
A10085903,중림삼성사이버빌리지,서울특별시 중구 중림동 200 중림삼성사이버빌리지,분양,개별난방,101913.51,12,712.0,삼성물산,충정1-3지구 주택재개발조합,023921305,www.uasis.com,아파트,서울특별시 중구 중림로 10,위탁관리,계단식,20010711,023931384,712.0,64407.0,180.0,334.0,198.0,0.0,61802.75,1114017100,18.0,18.0,2.0,18.0,04502
A10095301,브라운스톤서울아파트,서울특별시 중구 중림동 355 브라운스톤서울아파트,분양,개별난방,22503.0,1,110.0,이수건설,이수건설,023128282, ,주상복합,서울특별시 중구 청파로 464,위탁관리,복도식,20060320,0262618289,110.0,22463.66,0.0,27.0,55.0,28.0,12529.232,1114017100,35.0,35.0,7.0,2.0,
A10080701,엘아이지서울역리가,서울특별시 중구 만리동1가 231 엘아이지서울역리가,분양,개별난방,29999.58,4,181.0,LIG건설(주),LIG건설(주),023629293, ,아파트,서울특별시 중구 만리재로33길 21,위탁관리,계단식,20120131,023629294,181.0,20210.97,0.0,181.0,0.0,0.0,15380.3367,1114017300,15.0,15.0,2.0,7.0,04501
A10026517,서울역한라비발디센트럴아파트,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,분양,개별난방,32552.0,4,199.0,(주)한라건설,만리제1주택재개발 정비사업조합,0231471199, ,아파트,서울특별시 중구 만리재로 177,위탁관리,계단식,20180116,0231471198,199.0,21339.629,0.0,197.0,2.0,0.0,16178.62,1114017400,14.0,14.0,2.0,0.0,04501
A10026881,서울역센트럴자이아파트,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,혼합,개별난방,186288.0,14,1341.0,GS건설주식회사,만리제2지구재개발 정비사업주택조합,023629951,http://sscxi.xisnd.co.kr/,아파트,서울특별시 중구 만리재로 175,위탁관리,혼합식,20170807,023629952,1341.0,125964.29,641.0,681.0,19.0,0.0,91296.81,1114017400,25.0,25.0,5.0,31.0,04500
A14019001,후암미주,서울특별시 용산구 후암동 423-1 후암미주,분양,개별난방,16909.62,5,226.0,라이프주택,라이프주택,027789708, ,아파트,서울특별시 용산구 후암로 71-1,자치관리,복도식,19800722,027789709,226.0,14238.0,0.0,226.0,0.0,0.0,14228.28,1117010100,7.0,7.0,1.0,5.0,04325
A10020608,용산 남영역 롯데캐슬 헤리티지,서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지,임대,개별난방,23739.18,1,0.0,롯데건설,롯데건설,027972997, ,주상복합,서울특별시 용산구 한강대로71길 47,위탁관리,혼합식,20250528,027972996,269.0,21320.346,0.0,0.0,0.0,0.0,10697.2149,1117010400,24.0,24.0,4.0,0.0,
A14070901,동부센트레빌아스테리움서울,서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울,분양,중앙난방,107031.48,3,278.0,동부건설,동자동 제4구역 도시환경조합,027559114, ,주상복합,서울특별시 용산구 한강대로 372,위탁관리,계단식,20130909,027559116,278.0,88753.9,0.0,0.0,116.0,162.0,40513.68,1117010700,35.0,35.0,8.0,14.0,04323
A10020656,어반허브 서울스테이션,서울특별시 용산구 서계동 100-1 어반허브 서울스테이션,임대,중앙난방,15220.11,1,0.0,우암건설(주),(주)에버그린플라자,027027708, ,도시형 생활주택(아파트),서울특별시 용산구 청파로73길 36-7,위탁관리,복도식,20250331,027027709,265.0,13694.816,0.0,0.0,0.0,0.0,5746.16,1117010800,10.0,10.0,5.0,3.0,
A10023798,용산원효루미니,서울특별시 용산구 원효로1가 134 용산원효루미니,임대,개별난방,64083.953,1,752.0,롯데건설(주).서울주택도시공사,롯데건설(주),027046002, ,아파트,,위탁관리,복도식,20220428,027046003,772.0,58462.086,752.0,0.0,0.0,0.0,24377.0491,1117011200,29.0,29.0,6.0,12.0,04314
A14070301,리첸시아용산,서울특별시 용산구 원효로1가 133-3 리첸시아용산,분양,개별난방+기타,56588.12,3,260.0,금호건설,시디에스피에프브이원㈜,027013083,richy.apti.co.kr,주상복합,서울특별시 용산구 백범로 341,위탁관리,혼합식,20100429,027013085,260.0,56588.12,0.0,68.0,144.0,48.0,29647.98,1117011200,24.0,24.0,5.0,11.0,04315
A14070302,용산더프라임,서울특별시 용산구 원효로1가 41 용산더프라임,분양,개별난방,160844.9,3,589.0,동아건설,앤모드하우스,0232750364, ,주상복합,서울특별시 용산구 원효로90길 11,위탁관리,혼합식,20140217,0232750366,559.0,76539.37,124.0,183.0,180.0,102.0,55935.483,1117011200,37.0,37.0,6.0,9.0,04315
A14006001,신창세방리버하이빌,서울특별시 용산구 신창동 102 신창세방리버하이빌,분양,개별난방,23403.98,3,176.0,세방건설,세방건설,027031841, ,아파트,서울특별시 용산구 효창원로15길 16,위탁관리,계단식,20050411,027031842,176.0,18155.477,16.0,160.0,0.0,0.0,14445.87,1117011400,15.0,15.0,1.0,8.0,04357
A14004001,한강타운,서울특별시 용산구 산천동 204 한강타운,분양,개별난방,29114.0,3,289.0,한진건설(주),산천시민재건축조합,0232736078,hangangtown.com,아파트,서울특별시 용산구 새창로8길 157,위탁관리,복도식,20010222,0263566078,289.0,17250.41,289.0,0.0,0.0,0.0,17250.41,1117011500,14.0,14.0,3.0,4.0,04358
A14004002,리버힐삼성아파트,서울특별시 용산구 산천동 193 리버힐삼성아파트,분양,개별난방,148404.6,14,1102.0,삼성물산,삼성관련,0232752361,member.uasis.com,아파트,서울특별시 용산구 효창원로 17,위탁관리,혼합식,20010110,0232752362,1102.0,114459.516,383.0,429.0,290.0,0.0,92477.46,1117011500,20.0,20.0,4.0,23.0,04358
A14076401,산천리버힐제2,서울특별시 용산구 산천동 194 산천리버힐제2,임대,개별난방,21502.98,2,363.0,삼성물산,삼성물산,027145940, ,아파트,서울특별시 용산구 효창원로13길 7,위탁관리,복도식,20010110,027145941,369.0,21427.89,363.0,0.0,0.0,0.0,11975.37,1117011500,20.0,20.0,2.0,5.0,04358
A10023464,sk청암대아파트,서울특별시 용산구 청암동 64-1 sk청암대아파트,분양,,0.0,1,27.0, , ,027066926, ,아파트,서울특별시 용산구 삼개로 58,,,20010726, ,0.0,0.0,0.0,0.0,0.0,27.0,6605.53,1117011600,1.0,14.0,0.0,0.0,04359
A14005001,청암자이,서울특별시 용산구 청암동 181 청암자이,분양,개별난방,61529.33,5,170.0,부곡레저,GS건설,027065533, ,아파트,서울특별시 용산구 삼개로 60,위탁관리,계단식,20050818,027060320,170.0,61529.06,0.0,0.0,0.0,170.0,34291.58,1117011600,15.0,15.0,0.0,6.0,04359
A10022232,풍전아파트,서울특별시 용산구 원효로4가 109-4 풍전아파트,분양,개별난방,0.0,4,138.0,확인불가,확인불가,027155600, ,아파트,서울특별시 용산구 원효로25길 14,자치관리,계단식,19710531,027114977,138.0,11517.93,0.0,108.0,30.0,0.0,11517.97,1117011800,6.0,6.0,1.0,0.0,
A14085002,원효산호,서울특별시 용산구 원효로4가 118-16 원효산호,분양,지역난방,63238.25,6,554.0,한양건설,한양,0232723161, ,아파트,서울특별시 용산구 원효로 66,위탁관리,복도식,19770404,0232723162,554.0,55471.324,76.0,168.0,310.0,0.0,46298.11,1117011800,12.0,12.0,0.0,9.0,04365
A14085101,원효로강변삼성스위트,서울특별시 용산구 원효로4가 178 원효로강변삼성스위트,분양,개별난방,37340.22,3,300.0,삼성중공업,삼성중공업,027153377, ,아파트,서울특별시 용산구 원효로 40,위탁관리,복도식,19991224,027153442,300.0,28590.262,151.0,149.0,0.0,0.0,21461.48,1117011800,22.0,22.0,2.0,6.0,04365
A10023858,용산데시앙포레아파트,서울특별시 용산구 효창동 288 용산데시앙포레아파트,혼합,개별난방,55633.258,7,384.0,태영건설,효창제6구역주택재개발정비사업조합,027178006, ,아파트,서울특별시 용산구 효창원로 227,위탁관리,혼합식,20220328,027178009,384.0,32297.396,295.0,89.0,0.0,0.0,24126.7417,1117011900,14.0,14.0,3.0,19.0,04311
